Road Number,Class,Name,From (m),To (m),Length (m),Deport,Deport Code,EE,EE Code,CE,CE Code,Province,Prov Code
B0171,B,Kadduwan - Myliddy,0,3720,3720,Changani,04111,Jaffna,0411,Jaffna,041,Northern Province,04
B0172,B,Kadugannawa - Gampola,0,11375,11375,Kadugannawa,02132,Kadugannawa,0213,Kandy,021,Central Province,02
B0172,B,Kadugannawa - Gampola,11375,16945,5570,Gampola,02131,Kadugannawa,0213,Kandy,021,Central Province,02
B0173,B,Kadugannawa - Pottepitiya,0,8135,8135,Kadugannawa,02132,Kadugannawa,0213,Kandy,021,Central Province,02
B0174,B,Kaduwela - Athurugiriya,0,9490,9490,Kaduwela,01111,Colombo,0111,Colombo,011,Western Province,01
B0175,B,Kahambiliyagoda - Suriyagoda,0,400,400,Karandeniya,03112,Galle,0311,Galle,031,Southern Province,03
B0176,B,Kahawa - Batapola,0,8360,8360,Baddegama,03111,Galle,0311,Galle,031,Southern Province,03
B0177,B,Kahawatte - Ela-Bemmullegedara,0,12210,12210,Kiralabokka,06112,Kurunegala,0611,Kurunegala,061,North Western Province,06
B0178,B,Kakkapalliya - Thambagalla,0,6820,6820,Kokkawila,06213,Chilaw,0621,Chilaw,062,North Western Province,06
B0179,B,Kalagedihena - Veyangoda,0,4020,4020,Nittambuwa,01232,Nittambuwa,0123,Gampaha,012,Western Province,01
B0180,B,Kalalpitiya - Ukuwala - Elkaduwa,0,13200,13200,Alupothuwila,02211,Matale,0221,Matale,022,Central Province,02
B0181,B,Kalawana - Depdene - Rakwana,0,15010,15010,Kalawana,09112,Ratnapura,0911,Ratnapura,091,Sabaragamuwa Province,09
B0181,B,Kalawana - Depdene - Rakwana,15010,45880,30870,Pothupitiya (sub),09133,Embilipitiya,0913,Ratnapura,091,Sabaragamuwa Province,09
B0182,B,Kalawewa - Avukana,0,4535,4535,Vijithapura,07133,Maradankadawala,0713,Anuradhapura,071,North Central Province,07
B0183,B,Kaleliya - Pallewela - Medagampitiya,0,10200,10200,Mirigama,01231,Nittambuwa,0123,Gampaha,012,Western Province,01
B0184,B,Kalkudah Road,0,5640,5640,Walachchenei,05113,Batticaloa,0511,Batticaloa,051,Eastern Province,05
B0185,B,Kalkudah - Valachchenai,0,4420,4420,Walachchenei,05113,Batticaloa,0511,Batticaloa,051,Eastern Province,05
B0186,B,Kalmunai Sea View Road,0,1060,1060,Chavalakadi,10221,Kalmunai,1022,Akkaraipattu,102,Add.P Akkaraipattu,10
B0187,B,Kalmunai - Chavalakadai,0,4400,4400,Chavalakadi,10221,Kalmunai,1022,Akkaraipattu,102,Add.P Akkaraipattu,10
B0188,B,Kaluaggala - Labugama,0,13615,13615,Kaluaggala,01123,Avissawella,0112,Colombo,011,Western Province,01
B0189,B,Kalugala - Polpitiya - Laxapana,0,11430,11430,Norton Bridge,02324,Norwood,0232,Nuwara Eliya,023,Central Province,02
B0190,B,Kalugamuwa - Wilakatupotha,0,8855,8855,Kiralabokka,06112,Kurunegala,0611,Kurunegala,061,North Western Province,06
B0190,B,Kalugamuwa - Wilakatupotha,8855,21190,12335,Dunupathanga,06123,Maho,0612,Kurunegala,061,North Western Province,06
B0191,B,Kalutara - Nagoda,0,5655,5655,Kalutara,01312,Kalutara,0131,Kalutara,013,Western Province,01
B0192,B,Kandasamykovil - Kaluthaipiddy,0,3485,3485,Velanai,04113,Jaffna,0411,Jaffna,041,Northern Province,04
B0193,B,Kandasamykovil - Nachchimarkovil,0,2430,2430,Velanai,04113,Jaffna,0411,Jaffna,041,Northern Province,04
B0194,B,Kandaswamy Mawatha,0,1150,1150,Matale,02213,Matale,0221,Matale,022,Central Province,02
B0195,B,Kandy - Kirimetiya,0,14960,14960,Tennekumbura,02114,Kandy,0211,Kandy,021,Central Province,02
B0196,B,Kantale Perathuveli Road,0,3040,3040,Kanthale,05214,Trincomalee,0521,Trincomalee,052,Eastern Province,05
B0197,B,Karainagar Circular Road,0,7080,7080,Changani,04111,Jaffna,0411,Jaffna,041,Northern Province,04
B0198,B,Karaiyoor Reclamation,0,1580,1580,Jaffna,04112,Jaffna,0411,Jaffna,041,Northern Province,04
B0199,B,Karandupona - Rambukkana,0,8875,8875,Rambukkana,09215,Kegalle,0921,Kegalle,092,Sabaragamuwa Province,09
B0200,B,Karappikade Extension Road,0,410,410,Medawacchiya,07124,Medawachchiya,0712,Anuradhapura,071,North Central Province,07
B0201,B,Karuwalagaswewa - Miyallewa,0,14005,14005,Karuwalagaswewa,06224,Puttalam,0622,Chilaw,062,North Western Province,06
B0201,B,Karuwalagaswewa - Miyallewa,14005,19300,5295,Anamaduwa,06221,Puttalam,0622,Chilaw,062,North Western Province,06
B0202,B,Kataragama - Sella-Kataragama,0,5070,5070,Weerawila,03322,Hambantota,0332,Hambantota,033,Southern Province,03
B0203,B,Katpaha - Pulliar Kovil Road,0,1720,1720,Jaffna,04112,Jaffna,0411,Jaffna,041,Northern Province,04
B0204,B,Katubedde - Kospelena,0,1800,1800,Ratmalana,01115,Colombo,0111,Colombo,011,Western Province,01
B0205,B,Katugastota - Madawala - Bambarella,0,7110,7110,Malpana,02122,Kundasale,0212,Kandy,021,Central Province,02
B0205,B,Katugastota - Madawala - Bambarella,7110,33820,26710,Panwila,02123,Kundasale,0212,Kandy,021,Central Province,02
B0206,B,Katugastota - Medawela,0,9335,9335,Palipana,02113,Kandy,0211,Kandy,021,Central Province,02
B0207,B,Katukurunda - Neboda,0,16650,16650,Naboda,01313,Kalutara,0131,Kalutara,013,Western Province,01
B0208,B,Katunayake - Veyangoda,0,7000,7000,Negambo unit,01223,Negambo,0122,Gampaha,012,Western Province,01
B0208,B,Katunayake - Veyangoda,7000,18910,11910,Minuwangoda,01213,Gampaha,0121,Gampaha,012,Western Province,01
B0208,B,Katunayake - Veyangoda,18910,22240,3330,Nittambuwa,01232,Nittambuwa,0123,Gampaha,012,Western Province,01
B0209,B,Kebithigollewa Extension Road,0,1920,1920,Medawacchiya,07124,Medawachchiya,0712,Anuradhapura,071,North Central Province,07
B0210,B,Kebithigollewa New Town Road,0,1010,1010,Kebithigollewa,07123,Medawachchiya,0712,Anuradhapura,071,North Central Province,07
B0211,B,Kebithigollewa - Padaviya,0,15000,15000,Kebithigollewa,07123,Medawachchiya,0712,Anuradhapura,071,North Central Province,07
B0211,B,Kebithigollewa - Padaviya,15000,33670,18670,Padaviya,07125,Medawachchiya,0712,Anuradhapura,071,North Central Province,07
B0212,B,Kekirawa - Ganewelpola,0,6950,6950,Heenukkiriyawa,07131,Maradankadawala,0713,Anuradhapura,071,North Central Province,07
B0213,B,Kekirawa - Talawa,0,17320,17320,Maradankadawala,07132,Maradankadawala,0713,Anuradhapura,071,North Central Province,07
B0213,B,Kekirawa - Talawa,17320,37580,20260,Thalawa,07114,Anuradhapura,0711,Anuradhapura,071,North Central Province,07
B0214,B,Kelaniya - Mudungoda,0,18460,18460,Pattiwila,01214,Gampaha,0121,Gampaha,012,Western Province,01
B0214,B,Kelaniya - Mudungoda,18460,28520,10060,Gampaha,01211,Gampaha,0121,Gampaha,012,Western Province,01
B0215,B,Kelaniya - Wedamulla (Waragoda),0,3300,3300,Pattiwila,01214,Gampaha,0121,Gampaha,012,Western Province,01
B0216,B,Kesbewa - Kindelpitiya - Bandaragama,0,4520,4520,Kesbewa,01124,Avissawella,0112,Colombo,011,Western Province,01
B0216,B,Kesbewa - Kindelpitiya - Bandaragama,4520,12070,7550,Bandaragama,01311,Kalutara,0131,Kalutara,013,Western Province,01
B0217,B,Ketapola - Omatta - Thotupola,0,1649,1649,Thalgaswala,03121,Hiniduma,0312,Galle,031,Southern Province,03
B0218,B,Kibissa - Digampathana,0,6735,6735,Inamaluwa,02223,Nalanda,0222,Matale,022,Central Province,02
B0219,B,King George Avenue,0,470,470,Gampaha,01211,Gampaha,0121,Gampaha,012,Western Province,01
B0220,B,Kiribathgoda - Hunupitiya,0,2605,2605,Kadawatha,01212,Gampaha,0121,Gampaha,012,Western Province,01
B0221,B,"Kiribathgoda - Oil Refinery, Sapugaskande",0,3710,3710,Kadawatha,01212,Gampaha,0121,Gampaha,012,Western Province,01
B0221,B,"Kiribathgoda - Oil Refinery, Sapugaskande",3710,4755,1045,Pattiwila,01214,Gampaha,0121,Gampaha,012,Western Province,01
B0222,B,Kiriella - Nedurana - Eheliyagoda,0,7018,7018,Epitawala,09111,Ratnapura,0911,Ratnapura,091,Sabaragamuwa Province,09
B0222,B,Kiriella - Nedurana - Eheliyagoda,7018,14510,7492,Parakaduwa,09114,Ratnapura,0911,Ratnapura,091,Sabaragamuwa Province,09
B0223,B,Kirimetitenna - Galgoda,0,5655,5655,Molamure,09123,Pelmadulla,0912,Ratnapura,091,Sabaragamuwa Province,09
B0224,B,Kirimetiya - Yala,0,15250,15250,Kalutara,01312,Kalutara,0131,Kalutara,013,Western Province,01
B0224,B,Kirimetiya - Yala,15250,17030,1780,Madurawala,01331,Horana,0133,Kalutara,013,Western Province,01
B0225,B,Kirindiwita - Assennawatte,0,12520,12520,Minuwangoda,01213,Gampaha,0121,Gampaha,012,Western Province,01
B0226,B,Kirindiwita - Ganemulla,0,2965,2965,Gampaha,01211,Gampaha,0121,Gampaha,012,Western Province,01
B0227,B,Kiriyankalli - Andigama,0,13860,13860,Andigama,06222,Puttalam,0622,Chilaw,062,North Western Province,06
B0228,B,Kochchikade - Halpe,0,9200,9200,Madampalla,01222,Negambo,0122,Gampaha,012,Western Province,01
B0229,B,Kohuwela - Dehiwela,0,2400,2400,Ratmalana,01115,Colombo,0111,Colombo,011,Western Province,01
B0230,B,Kokkuvil - Vaddukoddai,0,1220,1220,Jaffna,04112,Jaffna,0411,Jaffna,041,Northern Province,04
B0230,B,Kokkuvil - Vaddukoddai,1220,8600,7380,Changani,04111,Jaffna,0411,Jaffna,041,Northern Province,04
B0231,B,Kolonnawa - Angoda,0,3070,3070,Orugodawatta,01114,Colombo,0111,Colombo,011,Western Province,01
B0232,B,Kolonnawa - Yakbedde,0,2180,2180,Orugodawatta,01114,Colombo,0111,Colombo,011,Western Province,01
B0233,B,Kong Tree Road,0,540,540,Nugaduwa,03113,Galle,0311,Galle,031,Southern Province,03
B0234,B,Korakahawewa - Sri Maha Bodhi,0,4310,4310,Thisa Wewa,07115,Anuradhapura,0711,Anuradhapura,071,North Central Province,07
B0235,B,Koralawella - Egoda-Uyana,0,6235,6235,Ratmalana,01115,Colombo,0111,Colombo,011,Western Province,01
B0236,B,Koslande - Poonagala,0,11600,11600,Ella,08111,Bandarawela,0811,Badulla,081,UVA Province,08
B0237,B,Kotadeniyawa - Mirigama,0,6910,6910,Madampalla,01222,Negambo,0122,Gampaha,012,Western Province,01
B0237,B,Kotadeniyawa - Mirigama,6910,8140,1230,Mirigama,01231,Nittambuwa,0123,Gampaha,012,Western Province,01
B0238,B,Kottawa - Batemulla,0,12970,12970,Kottawa,03122,Hiniduma,0312,Galle,031,Southern Province,03
B0239,B,Kottawa - Talagala,0,11600,11600,Homagama,01122,Avissawella,0112,Colombo,011,Western Province,01
B0239,B,Kottawa - Talagala,11600,15250,3650,Ingiriya,01332,Horana,0133,Kalutara,013,Western Province,01
B0240,B,Kotte - Bope,0,2550,2550,Nawala,01113,Colombo,0111,Colombo,011,Western Province,01
B0240,B,Kotte - Bope,2550,13100,10550,Kaduwela,01111,Colombo,0111,Colombo,011,Western Province,01
B0240,B,Kotte - Bope,13100,28070,14970,Galagedara,01121,Avissawella,0112,Colombo,011,Western Province,01
B0241,B,Kudapaduwa - Kammalturai,0,3075,3075,Negambo unit,01223,Negambo,0122,Gampaha,012,Western Province,01
B0242,B,Kudugala - Wattegama,0,11680,11680,Malpana,02122,Kundasale,0212,Kandy,021,Central Province,02
B0243,B,Kuliyapitiya - Hettipola,0,15670,15670,Akarawattha,06131,Kuliyapitiya,0613,Kurunegala,061,North Western Province,06
B0244,B,Kuliyapitiya - Padiwela,0,10880,10880,Akarawattha,06131,Kuliyapitiya,0613,Kurunegala,061,North Western Province,06
B0245,B,Kurana Road,0,850,850,Negambo unit,01223,Negambo,0122,Gampaha,012,Western Province,01
B0246,B,Kurana - Taladuwa,0,1890,1890,Negambo unit,01223,Negambo,0122,Gampaha,012,Western Province,01
B0247,B,Kurunegala - Narammala - Madampe,0,3000,3000,Kurunegala,06114,Kurunegala,0611,Kurunegala,061,North Western Province,06
B0247,B,Kurunegala - Narammala - Madampe,3000,15910,12910,Kiralabokka,06112,Kurunegala,0611,Kurunegala,061,North Western Province,06
B0247,B,Kurunegala - Narammala - Madampe,15910,54800,38890,Nakkawatta,06134,Kuliyapitiya,0613,Kurunegala,061,North Western Province,06
B0247,B,Kurunegala - Narammala - Madampe,54800,64560,9760,Kokkawila,06213,Chilaw,0621,Chilaw,062,North Western Province,06
B0248,B,Labuduwa - Wandurambe - Sandarawela,0,6275,6275,Nugaduwa,03113,Galle,0311,Galle,031,Southern Province,03
B0248,B,Labuduwa - Wandurambe - Sandarawela,6275,21590,15315,Baddegama,03111,Galle,0311,Galle,031,Southern Province,03
B0249,B,Lady Macallums Drive,0,5610,5610,Bambarakale,02311,Nuwara Eliya,0231,Nuwara Eliya,023,Central Province,02
B0250,B,"Lake Road, No.1, Batticaloa",0,920,920,Pilleyardi,05112,Batticaloa,0511,Batticaloa,051,Eastern Province,05
B0251,B,Lewaya Road,0,3600,3600,Uda malala,03321,Hambantota,0332,Hambantota,033,Southern Province,03
B0252,B,Lindula to end of Agras Road,0,21720,21720,Summerset,02313,Nuwara Eliya,0231,Nuwara Eliya,023,Central Province,02
B0253,B,Lowland - Panaliya,0,1730,1730,Bulugolla,06111,Kurunegala,0611,Kurunegala,061,North Western Province,06
B0254,B,Mabima - Sapugaskanda,0,3220,3220,Pattiwila,01214,Gampaha,0121,Gampaha,012,Western Province,01
B0255,B,Madampe - Chettiyar Street,0,290,290,Kokkawila,06213,Chilaw,0621,Chilaw,062,North Western Province,06
B0256,B,Madawala - Rajawella,0,8200,8200,Malpana,02122,Kundasale,0212,Kandy,021,Central Province,02
B0257,B,Madulkelle - Kabaragala - Kandenuwara,0,12310,12310,Panwila,02123,Kundasale,0212,Kandy,021,Central Province,02
B0257,B,Madulkelle - Kabaragala - Kandenuwara,12310,20550,8240,Matale,02213,Matale,0221,Matale,022,Central Province,02
B0258,B,Mahakeliya - Katupotha,0,12160,12160,Dunupathanga,06123,Maho,0612,Kurunegala,061,North Western Province,06
B0259,B,Main Access to Gam Udawa 87,0,6470,6470,Weerawila,03322,Hambantota,0332,Hambantota,033,Southern Province,03
B0260,B,Main Road to Vettappalai,0,3450,3450,Mulativu,04312,Mullaitivu,0431,Mullaitivu,043,Northern Province,04
B0261,B,"Main Street, Negombo",0,420,420,Ja-ela,01221,Negambo,0122,Gampaha,012,Western Province,01
B0262,B,Makola - Udupila,0,8630,8630,Kadawatha,01212,Gampaha,0121,Gampaha,012,Western Province,01
B0263,B,Malabe - Kaduwela,0,5555,5555,Kaduwela,01111,Colombo,0111,Colombo,011,Western Province,01
B0264,B,Mallawapitiya - Rambodagalla - Keppetigala,0,6000,6000,Mawathagama,06115,Kurunegala,0611,Kurunegala,061,North Western Province,06
B0264,B,Mallawapitiya - Rambodagalla - Keppetigala,6000,34340,28340,Rambadagalla,06116,Kurunegala,0611,Kurunegala,061,North Western Province,06
B0265,B,Malwala - Carney,0,14600,14600,Malwala,09113,Ratnapura,0911,Ratnapura,091,Sabaragamuwa Province,09
B0266,B,Malwattha - Chadayantalawa,0,5860,5860,Samanthurai,10222,Kalmunai,1022,Akkaraipattu,102,Add.P Akkaraipattu,10
B0267,B,Mampe - Kottawa,0,6160,6160,Homagama,01122,Avissawella,0112,Colombo,011,Western Province,01
B0268,B,Manipay - Kaithady,0,800,800,Changani,04111,Jaffna,0411,Jaffna,041,Northern Province,04
B0268,B,Manipay - Kaithady,800,11240,10440,Jaffna,04112,Jaffna,0411,Jaffna,041,Northern Province,04
B0268,B,Manipay - Kaithady,11240,14160,2920,Kaithadi,04121,Point Pedro,0412,Jaffna,041,Northern Province,04
B0269,B,Mankulam - Vellankulam,0,31870,31870,Mankulam,04311,Mullaitivu,0431,Mullaitivu,043,Northern Province,04
B0269,B,Mankulam - Vellankulam,31870,39855,7985,Vellankulam,04225,Mannar,0422,Vavuniya,042,Northern Province,04
B0270,B,Mannar Market Street - Sebastian Hospital,0,1860,1860,Mannar town,04222,Mannar,0422,Vavuniya,042,Northern Province,04
B0271,B,Maradagahamulla - Badalgama,0,7436,7436,Madampalla,01222,Negambo,0122,Gampaha,012,Western Province,01
B0272,B,Marawila - Udubaddawa,0,10270,10270,Walahapitiya,06214,Chilaw,0621,Chilaw,062,North Western Province,06
B0272,B,Marawila - Udubaddawa,10270,19560,9290,Paragammana,06135,Kuliyapitiya,0613,Kurunegala,061,North Western Province,06
B0273,B,Maskeliya - Upcot,0,8685,8685,Maskeliya,02323,Norwood,0232,Nuwara Eliya,023,Central Province,02
B0274,B,Matale - Illukkumbura-Pallegama,0,35160,35160,Weragama,02214,Matale,0221,Matale,022,Central Province,02
B0274,B,Matale - Illukkumbura-Pallegama,35160,43750,8590,Kalugaga,02224,Nalanda,0222,Matale,022,Central Province,02
B0275,B,Matara - Hakmana,0,22620,22620,Welewatta,03211,Matara,0321,Matara,032,Southern Province,03
B0276,B,Mathagal - Pandatherippu - Sambiliturai,0,6692,6692,Changani,04111,Jaffna,0411,Jaffna,041,Northern Province,04
B0277,B,Maviddapuram - Keeramalai,0,2800,2800,Changani,04111,Jaffna,0411,Jaffna,041,Northern Province,04
B0278,B,Mawanella - Aranayake - Horawela,0,13992,13992,Molagoda,09214,Kegalle,0921,Kegalle,092,Sabaragamuwa Province,09
B0279,B,Mawanella - Hemmaththagama - Singhapitiya,0,20508,20508,Molagoda,09214,Kegalle,0921,Kegalle,092,Sabaragamuwa Province,09
B0279,B,Mawanella - Hemmaththagama - Singhapitiya,20508,25378,4870,Ulapane,02134,Kadugannawa,0213,Kandy,021,Central Province,02
B0280,B,Mawathagama - Barandara,0,8300,8300,Mawathagama,06115,Kurunegala,0611,Kurunegala,061,North Western Province,06
B0281,B,Mawathagama - Muwankanda,0,8475,8475,Mawathagama,06115,Kurunegala,0611,Kurunegala,061,North Western Province,06
B0282,B,Medawachchiya - Horowopotana,0,14865,14865,Medawacchiya,07124,Medawachchiya,0712,Anuradhapura,071,North Central Province,07
B0282,B,Medawachchiya - Horowopotana,14865,25810,10945,Kebithigollewa,07123,Medawachchiya,0712,Anuradhapura,071,North Central Province,07
B0282,B,Medawachchiya - Horowopotana,25810,37600,11790,Horawpathana,07121,Medawachchiya,0712,Anuradhapura,071,North Central Province,07
B0283,B,Medawachchiya - Kebitigollewa,0,19950,19950,Medawacchiya,07124,Medawachchiya,0712,Anuradhapura,071,North Central Province,07
B0283,B,Medawachchiya - Kebitigollewa,19950,25390,5440,Kebithigollewa,07123,Medawachchiya,0712,Anuradhapura,071,North Central Province,07
B0284,B,Meddewatte - Kekanadure - Yatiyana,0,14535,14535,Welewatta,03211,Matara,0321,Matara,032,Southern Province,03
B0285,B,Meepe - Ingiriya,0,7240,7240,Galagedara,01121,Avissawella,0112,Colombo,011,Western Province,01
B0285,B,Meepe - Ingiriya,7240,18090,10850,Ingiriya,01332,Horana,0133,Kalutara,013,Western Province,01
B0286,B,Middeniya - Panamure,0,3485,3485,Tangalle,03311,Tangalle,0331,Hambantota,033,Southern Province,03
B0286,B,Middeniya - Panamure,3485,12090,8605,Embilipitiya,09132,Embilipitiya,0913,Ratnapura,091,Sabaragamuwa Province,09
B0287,B,Minneriya - Hingurakgoda (Airport Road),0,8590,8590,Minneriya,07223,Habarana,0722,Polonnaruwa,072,North Central Province,07
B0288,B,Minuwangoda - Gampaha - Miriswatte,0,9000,9000,Minuwangoda,01213,Gampaha,0121,Gampaha,012,Western Province,01
B0288,B,Minuwangoda - Gampaha - Miriswatte,9000,13265,4265,Gampaha,01211,Gampaha,0121,Gampaha,012,Western Province,01
B0289,B,Minuwangoda - Miriswatte - Katana,0,3920,3920,Minuwangoda,01213,Gampaha,0121,Gampaha,012,Western Province,01
B0289,B,Minuwangoda - Miriswatte - Katana,3920,12050,8130,Negambo unit,01223,Negambo,0122,Gampaha,012,Western Province,01
B0290,B,Mirigama - Nalla,0,8200,8200,Mirigama,01231,Nittambuwa,0123,Gampaha,012,Western Province,01
B0291,B,Mirihana - Udahamulla - Nawinna,0,3500,3500,Navinna,01112,Colombo,0111,Colombo,011,Western Province,01
B0292,B,Miriswatte - Waturugama,0,7485,7485,Gampaha,01211,Gampaha,0121,Gampaha,012,Western Province,01
B0292,B,Miriswatte - Waturugama,7485,10200,2715,Nittambuwa,01232,Nittambuwa,0123,Gampaha,012,Western Province,01
B0293,B,Moneragala Town Road,0,445,445,Pelwatta,08212,Monaragala,0821,Monaragala,082,UVA Province,08
B0294,B,Moragaswewa - Ilukwewa,0,9891,9891,Ambagaswewa,07221,Habarana,0722,Polonnaruwa,072,North Central Province,07
B0295,B,Moratuwa - Piliyandala,0,2700,2700,Ratmalana,01115,Colombo,0111,Colombo,011,Western Province,01
B0295,B,Moratuwa - Piliyandala,2700,5070,2370,Kesbewa,01124,Avissawella,0112,Colombo,011,Western Province,01
B0296,B,Puliyankulam-Mullaittivu,0,22455,22455,Kanagarayankulam,04212,Vavuniya,0421,Vavuniya,042,Northern Province,04
B0296,B,Puliyankulam-Mullaittivu,22455,42680,20225,Oddusuddan,04313,Mullaitivu,0431,Mullaitivu,043,Northern Province,04
B0297,B,Mullaitivu - Kokkilai,0,35500,35500,Mulativu,04312,Mullaitivu,0431,Mullaitivu,043,Northern Province,04
B0298,B,"Munai Street, Batticaloa",0,440,440,Pilleyardi,05112,Batticaloa,0511,Batticaloa,051,Eastern Province,05
B0299,B,Murunkan - Chilawathurai,0,10000,10000,Murunkan,04223,Mannar,0422,Vavuniya,042,Northern Province,04
B0299,B,Murunkan - Chilawathurai,10000,15750,5750,Murunkan,04223,Mannar,0422,Vavuniya,042,Northern Province,04
B0300,B,Muttetugala - Hiripitiya,0,5000,5000,Kurunegala,06114,Kurunegala,0611,Kurunegala,061,North Western Province,06
B0300,B,Muttetugala - Hiripitiya,5000,18450,13450,Kiribamuna,06113,Kurunegala,0611,Kurunegala,061,North Western Province,06
B0301,B,Nadukudai Road,0,2200,2200,Mannar town,04222,Mannar,0422,Vavuniya,042,Northern Province,04
B0302,B,Nagoda - Gallassa Colony Road,0,3420,3420,Kalutara,01312,Kalutara,0131,Kalutara,013,Western Province,01
B0303,B,Nagoda - Gonadeniya,0,3590,3590,Thalgaswala,03121,Hiniduma,0312,Galle,031,Southern Province,03
B0304,B,Nagoda - Kalawellawa - Bellapitiya,0,10760,10760,Naboda,01313,Kalutara,0131,Kalutara,013,Western Province,01
B0304,B,Nagoda - Kalawellawa - Bellapitiya,10760,27080,16320,Bellana,01321,Agalawatta,0132,Kalutara,013,Western Province,01
B0304,B,Nagoda - Kalawellawa - Bellapitiya,27080,56150,29070,Kalawellawa,01333,Horana,0133,Kalutara,013,Western Province,01
B0305,B,Nallur - Oddumadam,0,2375,2375,Jaffna,04112,Jaffna,0411,Jaffna,041,Northern Province,04
B0306,B,Nanu Oya - Hendeniya,0,2610,2610,Kadugannawa,02132,Kadugannawa,0213,Kandy,021,Central Province,02
B0307,B,Narahenpita - Nawala - Nugegoda,0,754,754,CMC,01110,Colombo,0111,Colombo,011,Western Province,01
B0307,B,Narahenpita - Nawala - Nugegoda,754,3155,2401,Nawala,01113,Colombo,0111,Colombo,011,Western Province,01
B0308,B,Narammala - Dankotuwa,0,38815,38815,Metiyagane,06133,Kuliyapitiya,0613,Kurunegala,061,North Western Province,06
B0308,B,Narammala - Dankotuwa,38815,44550,5735,Haldaduwana,06212,Chilaw,0621,Chilaw,062,North Western Province,06
B0309,B,Narandeniya - Hakmana,0,11890,11890,Welewatta,03211,Matara,0321,Matara,032,Southern Province,03
B0310,B,Nartupana - Warakagoda,0,3200,3200,Madurawala,01331,Horana,0133,Kalutara,013,Western Province,01
B0311,B,Nattarampotha - Yakgahapitiya,0,2780,2780,Malpana,02122,Kundasale,0212,Kandy,021,Central Province,02
B0312,B,Naula - Elahera - Pallegama - Hettipola,0,8330,8330,Nalanda,02225,Nalanda,0222,Matale,022,Central Province,02
B0312,B,Naula - Elahera - Pallegama - Hettipola,8330,22260,13930,Nalanda,02225,Nalanda,0222,Matale,022,Central Province,02
B0312,B,Naula - Elahera - Pallegama - Hettipola,22260,36100,13840,Elahera,07222,Habarana,0722,Polonnaruwa,072,North Central Province,07
B0312,B,Naula - Elahera - Pallegama - Hettipola,36100,57100,21000,Kalugaga,02224,Nalanda,0222,Matale,022,Central Province,02
B0312,B,Naula - Elahera - Pallegama - Hettipola,57100,61470,4370,Hettipola,02222,Nalanda,0222,Matale,022,Central Province,02
B0314,B,Naval Camp Road,0,800,800,Changani,04111,Jaffna,0411,Jaffna,041,Northern Province,04
B0315,B,Navanturai - Oddumadam,0,1100,1100,Jaffna,04112,Jaffna,0411,Jaffna,041,Northern Province,04
B0316,B,Navinna - Boralesgamuwa,0,1950,1950,Navinna,01112,Colombo,0111,Colombo,011,Western Province,01
B0317,B,Nawalapitiya - Dimbula,0,10729,10729,Ulapane,02134,Kadugannawa,0213,Kandy,021,Central Province,02
B0317,B,Nawalapitiya - Dimbula,10729,24110,13381,Harangala,02321,Norwood,0232,Nuwara Eliya,023,Central Province,02
B0317,B,Nawalapitiya - Dimbula,24110,29710,5600,Kotagala,02322,Norwood,0232,Nuwara Eliya,023,Central Province,02
B0318,B,Nawalapitiya - Dolosbage,0,18720,18720,Ulapane,02134,Kadugannawa,0213,Kandy,021,Central Province,02
B0319,B,Nawalapitiya - Ginigathena,0,6910,6910,Ulapane,02134,Kadugannawa,0213,Kandy,021,Central Province,02
B0319,B,Nawalapitiya - Ginigathena,6910,12030,5120,Norton Bridge,02324,Norwood,0232,Nuwara Eliya,023,Central Province,02
B0320,B,Nayapamulla - Unanwitiya - Nagoda,0,12310,12310,Thalgaswala,03121,Hiniduma,0312,Galle,031,Southern Province,03
B0321,B,Negombo - Aluthepola,0,7940,7940,Negambo unit,01223,Negambo,0122,Gampaha,012,Western Province,01
B0321,B,Negombo - Aluthepola,7940,13100,5160,Madampalla,01222,Negambo,0122,Gampaha,012,Western Province,01
B0322,B,Negombo - Giriulla,0,10020,10020,Negambo unit,01223,Negambo,0122,Gampaha,012,Western Province,01
B0322,B,Negombo - Giriulla,10020,34650,24630,Madampalla,01222,Negambo,0122,Gampaha,012,Western Province,01
B0322,B,Negombo - Giriulla,34650,38300,3650,Mirigama,01231,Nittambuwa,0123,Gampaha,012,Western Province,01
B0323,B,Negombo - Kadirana,0,3629,3629,Negambo unit,01223,Negambo,0122,Gampaha,012,Western Province,01
B0324,B,Negombo - Mirigama,0,4990,4990,Negambo unit,01223,Negambo,0122,Gampaha,012,Western Province,01
B0324,B,Negombo - Mirigama,4990,20970,15980,Madampalla,01222,Negambo,0122,Gampaha,012,Western Province,01
B0324,B,Negombo - Mirigama,20970,30460,9490,Mirigama,01231,Nittambuwa,0123,Gampaha,012,Western Province,01
B0325,B,Nelukkulam - Neriyakulam,0,21615,21615,Ulukkulam,04213,Vavuniya,0421,Vavuniya,042,Northern Province,04
B0326,B,Nikaweratiya - Moragollagama - Siyambalangamuwa,0,20990,20990,Balalla,06122,Maho,0612,Kurunegala,061,North Western Province,06
B0326,B,Nikaweratiya - Moragollagama - Siyambalangamuwa,20990,48640,27650,Koonwewa,06124,Maho,0612,Kurunegala,061,North Western Province,06
B0328,B,Norton - Maskeliya,0,5090,5090,Norton Bridge,02324,Norwood,0232,Nuwara Eliya,023,Central Province,02
