Road Number,Class,Name,From (m),To (m),Length (m),Deport,Deport Code,EE,EE Code,CE,CE Code,Province,Prov Code
B0328,B,Norton - Maskeliya,5090,16350,11260,Maskeliya,02323,Norwood,0232,Nuwara Eliya,023,Central Province,02
B0329,B,Norwood - Bogowantalawa - Campion,0,15920,15920,Norwood,02325,Norwood,0232,Nuwara Eliya,023,Central Province,02
B0330,B,Norwood - Upcot,0,9925,9925,Norwood,02325,Norwood,0232,Nuwara Eliya,023,Central Province,02
B0330,B,Norwood - Upcot,9925,12155,2230,Maskeliya,02323,Norwood,0232,Nuwara Eliya,023,Central Province,02
B0332,B,Nuwara Eliya - Uda Pussellawa,0,12900,12900,Bambarakale,02311,Nuwara Eliya,0231,Nuwara Eliya,023,Central Province,02
B0332,B,Nuwara Eliya - Uda Pussellawa,12900,41610,28710,Walapane,02333,Hanguranketa,0233,Nuwara Eliya,023,Central Province,02
B0332,B,Nuwara Eliya - Uda Pussellawa,41610,44950,3340,Mirahawatta,08112,Bandarawela,0811,Badulla,081,UVA Province,08
B0333,B,Oddamavadi - Vahaneri,0,9490,9490,Walachchenei,05113,Batticaloa,0511,Batticaloa,051,Eastern Province,05
B0334,B,Oddusudan - Nedunkerny,0,9280,9280,Oddusuddan,04313,Mullaitivu,0431,Mullaitivu,043,Northern Province,04
B0334,B,Oddusudan - Nedunkerny,9280,10680,1400,Kanagarayankulam,04212,Vavuniya,0421,Vavuniya,042,Northern Province,04
B0335,B,"Old Bazaar Road, Maharagama",0,720,720,Navinna,01112,Colombo,0111,Colombo,011,Western Province,01
B0337,B,"Old Road, Kattankudy",0,7350,7350,Pilleyardi,05112,Batticaloa,0511,Batticaloa,051,Eastern Province,05
B0338,B,"Old Tangalle Road, Matara",0,2840,2840,Welewatta,03211,Matara,0321,Matara,032,Southern Province,03
B0339,B,Olugantota - Pinnawala - Bogowantalawa,0,29770,29770,Pagal owita,09124,Pelmadulla,0912,Ratnapura,091,Sabaragamuwa Province,09
B0339,B,Olugantota - Pinnawala - Bogowantalawa,29770,33275,3505,Norwood,02325,Norwood,0232,Nuwara Eliya,023,Central Province,02
B0340,B,ORR's Hill Road,0,3430,3430,Trincomalee town,05221,Trincomalee,0521,Trincomalee,052,Eastern Province,05
B0341,B,Outer Circular Road (Nochchiyagama),0,6760,6760,Thisa Wewa,07115,Anuradhapura,0711,Anuradhapura,071,North Central Province,07
B0341,B,Outer Circular Road (Nochchiyagama),6760,8950,2190,Mankadawala,07111,Anuradhapura,0711,Anuradhapura,071,North Central Province,07
B0342,B,Padaviya - Galkulama,0,14225,14225,Padaviya,07125,Medawachchiya,0712,Anuradhapura,071,North Central Province,07
B0343,B,Padaviya - Parakrama Pura (Bandaranayake Mawatha),0,8910,8910,Padaviya,07125,Medawachchiya,0712,Anuradhapura,071,North Central Province,07
B0344,B,Padiruppu - Vellaveli,0,6050,6050,Kalawanchikudi,05111,Batticaloa,0511,Batticaloa,051,Eastern Province,05
B0345,B,Pagoda - Pitakotte,0,1550,1550,Nawala,01113,Colombo,0111,Colombo,011,Western Province,01
B0346,B,Palapathwela - Galewela,0,7970,7970,Dombawela,02212,Matale,0221,Matale,022,Central Province,02
B0346,B,Palapathwela - Galewela,7970,18735,10765,Nalanda,02225,Nalanda,0222,Matale,022,Central Province,02
B0346,B,Palapathwela - Galewela,18735,30500,11765,Beligamuwa,02221,Nalanda,0222,Matale,022,Central Province,02
B0347,B,Palathoppu - Seruwila Road,0,7610,7610,Muthur,05216,Trincomalee,0521,Trincomalee,052,Eastern Province,05
B0348,B,Palavi - Kalladi,0,7330,7330,Galkulama,06223,Puttalam,0622,Chilaw,062,North Western Province,06
B0349,B,Palavi - Kalpitiya,0,40480,40480,Palawi,06225,Puttalam,0622,Chilaw,062,North Western Province,06
B0350,B,Pallang Oya - Inginiyagala,0,12330,12330,Ampara,10111,Ampara,1011,Ampara,101,Add.P Akkaraipattu,10
B0351,B,Pallebedde - Medaganoya - Weligepola,0,12360,12360,Balawinna,09131,Embilipitiya,0913,Ratnapura,091,Sabaragamuwa Province,09
B0351,B,Pallebedde - Medaganoya - Weligepola,12360,12500,140,Molamure,09123,Pelmadulla,0912,Ratnapura,091,Sabaragamuwa Province,09
B0352,B,Pallimunai Road,0,1380,1380,Mannar town,04222,Mannar,0422,Vavuniya,042,Northern Province,04
B0353,B,Palugama - Boralande - Haputale,0,14960,14960,Mirahawatta,08112,Bandarawela,0811,Badulla,081,UVA Province,08
B0353,B,Palugama - Boralande - Haputale,14960,26660,11700,Ella,08111,Bandarawela,0811,Badulla,081,UVA Province,08
B0354,B,Panagoda - Henpita,0,6530,6530,Galagedara,01121,Avissawella,0112,Colombo,011,Western Province,01
B0355,B,Panama - Kumbukkana,0,16102,16102,Pottuvil,10212,Akkaraipattu,1021,Akkaraipattu,102,Add.P Akkaraipattu,10
B0356,B,Pannala - Kuliyapitiya,0,16280,16280,Paragammana,06135,Kuliyapitiya,0613,Kurunegala,061,North Western Province,06
B0357,B,Paranthan - Poonakary,0,20000,20000,Kilinochchi town,04321,Kilinochchi,0432,Mullaitivu,043,Northern Province,04
B0357,B,Paranthan - Poonakary,20000,25790,5790,Nallur,04322,Kilinochchi,0432,Mullaitivu,043,Northern Province,04
B0358,B,Parussella - Panapitiya,0,5100,5100,Yatiyanthota,09224,Ruwanwella,0922,Kegalle,092,Sabaragamuwa Province,09
B0359,B,Passara - Hingurukaduwa - Pelwatte,0,4960,4960,Debadda,08121,Badulla,0812,Badulla,081,UVA Province,08
B0359,B,Passara - Hingurukaduwa - Pelwatte,4960,29150,24190,Pelwatta,08212,Monaragala,0821,Monaragala,082,UVA Province,08
B0360,B,Passara - Madulsima - Metigahatenna,0,29090,29090,Debadda,08121,Badulla,0812,Badulla,081,UVA Province,08
B0361,B,Pasyala - Attanagalla,0,6680,6680,Nittambuwa,01232,Nittambuwa,0123,Gampaha,012,Western Province,01
B0363,B,Pelawatta - Kankotayawatta - Tinniyawela - Morawaka,0,23950,23950,Horawala,01322,Agalawatta,0132,Kalutara,013,Western Province,01
B0363,B,Pelawatta - Kankotayawatta - Tinniyawela - Morawaka,23950,36290,12340,Malgalla,03123,Hiniduma,0312,Galle,031,Southern Province,03
B0363,B,Pelawatta - Kankotayawatta - Tinniyawela - Morawaka,36290,52210,15920,Porupitiya,03223,Deniyaya,0322,Matara,032,Southern Province,03
B0364,B,Peradeniya - Deltota - Rikiligaskada,0,21800,21800,Gatambe,02112,Kandy,0211,Kandy,021,Central Province,02
B0364,B,Peradeniya - Deltota - Rikiligaskada,21800,32450,10650,Tennekumbura,02114,Kandy,0211,Kandy,021,Central Province,02
B0364,B,Peradeniya - Deltota - Rikiligaskada,32450,50260,17810,Rikillagaskada,02332,Hanguranketa,0233,Nuwara Eliya,023,Central Province,02
B0365,B,Peradeniya - Halloluwa - Katugastota,0,2840,2840,Gatambe,02112,Kandy,0211,Kandy,021,Central Province,02
B0365,B,Peradeniya - Halloluwa - Katugastota,2840,9890,7050,Aladeniya,02111,Kandy,0211,Kandy,021,Central Province,02
B0366,B,Perkar Road,0,2240,2240,Pudawelkattu,05218,Trincomalee,0521,Trincomalee,052,Eastern Province,05
B0367,B,Piliyandala - Maharagama,0,7330,7330,Kesbewa,01124,Avissawella,0112,Colombo,011,Western Province,01
B0368,B,Pitakotte - Talawatugoda,0,4075,4075,Nawala,01113,Colombo,0111,Colombo,011,Western Province,01
B0369,B,Pitiyagedera - Wattegama - Iriyagastenne,0,5080,5080,Panwila,02123,Kundasale,0212,Kandy,021,Central Province,02
B0370,B,Point Pedro East Coast Road,0,4700,4700,Mandan,04122,Point Pedro,0412,Jaffna,041,Northern Province,04
B0371,B,Point Pedro - Maruthankerny,0,12840,12840,Mandan,04122,Point Pedro,0412,Jaffna,041,Northern Province,04
B0371,B,Point Pedro - Maruthankerny,12840,29150,16310,Paranthan,04323,Kilinochchi,0432,Mullaitivu,043,Northern Province,04
B0372,B,"Police Station Circular Road, Badulla",0,1290,1290,Hali-Ela,08122,Badulla,0812,Badulla,081,UVA Province,08
B0373,B,Poonewa - Kidavaramkulama,0,3225,3225,Medawacchiya,07124,Medawachchiya,0712,Anuradhapura,071,North Central Province,07
B0374,B,Potuvil - Panama,0,17560,17560,Pottuvil,10212,Akkaraipattu,1021,Akkaraipattu,102,Add.P Akkaraipattu,10
B0375,B,Power House Road - Thirugnanasampauthar,0,1660,1660,Trincomalee town,05221,Trincomalee,0521,Trincomalee,052,Eastern Province,05
B0376,B,"Prison Road, Tangalle",0,120,120,Tangalle,03311,Tangalle,0331,Hambantota,033,Southern Province,03
B0377,B,Pujapitiya - Alawatugoda,0,7670,7670,Palipana,02113,Kandy,0211,Kandy,021,Central Province,02
B0378,B,Puliyadi - Irakkamam Madu,0,10890,10890,Madhu,04221,Mannar,0422,Vavuniya,042,Northern Province,04
B0379,B,Puttalam - Marichchikadai,0,3000,3000,Puttalam,06226,Puttalam,0622,Chilaw,062,North Western Province,06
B0379,B,Puttalam - Marichchikadai,3000,65970,62970,Wanathawilluwa,06227,Puttalam,0622,Chilaw,062,North Western Province,06
B0380,B,Puttur - Kantharoday,0,11270,11270,Jaffna,04112,Jaffna,0411,Jaffna,041,Northern Province,04
B0380,B,Puttur - Kantharoday,11270,12780,1510,Changani,04111,Jaffna,0411,Jaffna,041,Northern Province,04
B0381,B,Radaella Short Cut Road,0,3220,3220,Summerset,02313,Nuwara Eliya,0231,Nuwara Eliya,023,Central Province,02
B0382,B,Ragama - Kandana,0,3520,3520,Ja-ela,01221,Negambo,0122,Gampaha,012,Western Province,01
B0383,B,Rakwana - Bulutota,0,1180,1180,Rakwana,09134,Embilipitiya,0913,Ratnapura,091,Sabaragamuwa Province,09
B0384,B,Rambukkana - Katupitiya,0,9900,9900,Rambukkana,09215,Kegalle,0921,Kegalle,092,Sabaragamuwa Province,09
B0385,B,Rambukkana - Mawanella,0,14050,14050,Rambukkana,09215,Kegalle,0921,Kegalle,092,Sabaragamuwa Province,09
B0385,B,Rambukkana - Mawanella,14050,16525,2475,Molagoda,09214,Kegalle,0921,Kegalle,092,Sabaragamuwa Province,09
B0386,B,Ranatunga Mawatha,0,190,190,Gampaha,01211,Gampaha,0121,Gampaha,012,Western Province,01
B0387,B,Ranna - Udayala - Weeraketiya,0,15440,15440,Tangalle,03311,Tangalle,0331,Hambantota,033,Southern Province,03
B0388,B,Ratmalana - Borupona,0,2000,2000,Ratmalana,01115,Colombo,0111,Colombo,011,Western Province,01
B0389,B,Ratmalana - Mirihana,0,5290,5290,Ratmalana,01115,Colombo,0111,Colombo,011,Western Province,01
B0389,B,Ratmalana - Mirihana,5290,7800,2510,Navinna,01112,Colombo,0111,Colombo,011,Western Province,01
B0390,B,Ratnapura - Palawela - Karawita,0,20350,20350,Malwala,09113,Ratnapura,0911,Ratnapura,091,Sabaragamuwa Province,09
B0391,B,Ratnapura - Wewelwatte,0,26660,26660,Malwala,09113,Ratnapura,0911,Ratnapura,091,Sabaragamuwa Province,09
B0392,B,Rattota - Gammaduwa,0,11560,11560,Weragama,02214,Matale,0221,Matale,022,Central Province,02
B0393,B,Ridigama - Liniwehera,0,2010,2010,Rambadagalla,06116,Kurunegala,0611,Kurunegala,061,North Western Province,06
B0396,B,Roehampton - Diyatalawa - Bandarawela,0,9580,9580,Ella,08111,Bandarawela,0811,Badulla,081,UVA Province,08
B0398,B,Sandilipay - Senthankulam,0,7985,7985,Changani,04111,Jaffna,0411,Jaffna,041,Northern Province,04
B0399,B,Sangilithoppu - Chemmny,0,3321,3321,Jaffna,04112,Jaffna,0411,Jaffna,041,Northern Province,04
B0400,B,Seeduwa - Udugampola,0,5010,5010,Negambo unit,01223,Negambo,0122,Gampaha,012,Western Province,01
B0400,B,Seeduwa - Udugampola,5010,12580,7570,Minuwangoda,01213,Gampaha,0121,Gampaha,012,Western Province,01
B0401,B,Siyambalape - Galwalkada,0,4000,4000,Kadawatha,01212,Gampaha,0121,Gampaha,012,Western Province,01
B0402,B,Soranapattu - Thalayadi,0,7260,7260,Paranthan,04323,Kilinochchi,0432,Mullaitivu,043,Northern Province,04
B0403,B,South Coast Road (Thallady - Arrippu - Marrichchkadai),0,16970,16970,Mannar town,04222,Mannar,0422,Vavuniya,042,Northern Province,04
B0403,B,South Coast Road (Thallady - Arrippu - Marrichchkadai),16970,48060,31090,Murunkan,04223,Mannar,0422,Vavuniya,042,Northern Province,04
B0404,B,"Sri Ariyavilasa Road, Horana",0,520,520,Madurawala,01331,Horana,0133,Kalutara,013,Western Province,01
B0405,B,"Sri Somananda Mawatha, Horana",0,730,730,Madurawala,01331,Horana,0133,Kalutara,013,Western Province,01
B0406,B,Stony Cliff - Kotagala,0,6550,6550,Kotagala,02322,Norwood,0232,Nuwara Eliya,023,Central Province,02
B0407,B,"St. Joseph's Street, Negombo",0,2260,2260,Negambo unit,01223,Negambo,0122,Gampaha,012,Western Province,01
B0408,B,Talduwa - Meewitigammana,0,5000,5000,Dehiowita,09221,Ruwanwella,0922,Kegalle,092,Sabaragamuwa Province,09
B0408,B,Talduwa - Meewitigammana,5000,13800,8800,Morawatta,09222,Ruwanwella,0922,Kegalle,092,Sabaragamuwa Province,09
B0408,B,Talduwa - Meewitigammana,13800,17200,3400,Pugoda,01233,Nittambuwa,0123,Gampaha,012,Western Province,01
B0409,B,Talgodapitiya - Yatawatte - Dombawala,0,14975,14975,Rambadagalla,06116,Kurunegala,0611,Kurunegala,061,North Western Province,06
B0409,B,Talgodapitiya - Yatawatte - Dombawala,14975,26260,11285,Dombawela,02212,Matale,0221,Matale,022,Central Province,02
B0410,B,Tangalle - Weeraketiya,0,13750,13750,Tangalle,03311,Tangalle,0331,Hambantota,033,Southern Province,03
B0411,B,Tawalama - Neluwa - Batuwangala,0,9405,9405,Malgalla,03123,Hiniduma,0312,Galle,031,Southern Province,03
B0412,B,Tawalantenne - Talawakela  ,0,24455,24455,Ramboda,02312,Nuwara Eliya,0231,Nuwara Eliya,023,Central Province,02
B0412,B,Tawalantenne - Talawakela  ,24455,32200,7745,Summerset,02313,Nuwara Eliya,0231,Nuwara Eliya,023,Central Province,02
B0413,B,Tennekumbura - Rikiligaskada - Ragala,0,22140,22140,Tennekumbura,02114,Kandy,0211,Kandy,021,Central Province,02
B0413,B,Tennekumbura - Rikiligaskada - Ragala,22140,39190,17050,Rikillagaskada,02332,Hanguranketa,0233,Nuwara Eliya,023,Central Province,02
B0413,B,Tennekumbura - Rikiligaskada - Ragala,39190,54885,15695,Keerthibandarapura,02331,Hanguranketa,0233,Nuwara Eliya,023,Central Province,02
B0413,B,Tennekumbura - Rikiligaskada - Ragala,54885,70760,15875,Walapane,02333,Hanguranketa,0233,Nuwara Eliya,023,Central Province,02
B0414,B,Thavadi - Suthumalai,0,1210,1210,Jaffna,04112,Jaffna,0411,Jaffna,041,Northern Province,04
B0414,B,Thavadi - Suthumalai,1210,2770,1560,Changani,04111,Jaffna,0411,Jaffna,041,Northern Province,04
B0415,B,Thihagoda - Kamburupitiya - Mawarala - Kotapola,0,11330,11330,Welewatta,03211,Matara,0321,Matara,032,Southern Province,03
B0415,B,Thihagoda - Kamburupitiya - Mawarala - Kotapola,11330,53980,42650,Beragama,03221,Deniyaya,0322,Matara,032,Southern Province,03
B0415,B,Thihagoda - Kamburupitiya - Mawarala - Kotapola,53980,65130,11150,Porupitiya,03223,Deniyaya,0322,Matara,032,Southern Province,03
B0416,B,Thihariya - Warapalana,0,5370,5370,Nittambuwa,01232,Nittambuwa,0123,Gampaha,012,Western Province,01
B0417,B,Thoandamanaru - Vallai - Tunnalai,0,12900,12900,Mandan,04122,Point Pedro,0412,Jaffna,041,Northern Province,04
B0418,B,Thondamanaru - Udupiddy,0,2690,2690,Mandan,04122,Point Pedro,0412,Jaffna,041,Northern Province,04
B0419,B,Thoppu - Madampe,0,11990,11990,haldaduwana,06212,Chilaw,0621,Chilaw,062,North Western Province,06
B0419,B,Thoppu - Madampe,11990,26620,14630,Walahapitiya,06214,Chilaw,0621,Chilaw,062,North Western Province,06
B0420,B,Thumpalai - Valalai,0,2820,2820,Jaffna,04112,Jaffna,0411,Jaffna,041,Northern Province,04
B0420,B,Thumpalai - Valalai,2820,4830,2010,Changani,04111,Jaffna,0411,Jaffna,041,Northern Province,04
B0421,B,Tiruwanaketiya - Agalawatte,0,12980,12980,Malwala,09113,Ratnapura,0911,Ratnapura,091,Sabaragamuwa Province,09
B0421,B,Tiruwanaketiya - Agalawatte,12980,46050,33070,Kalawana,09112,Ratnapura,0911,Ratnapura,091,Sabaragamuwa Province,09
B0421,B,Tiruwanaketiya - Agalawatte,46050,66950,20900,Bellana,01321,Agalawatta,0132,Kalutara,013,Western Province,01
B0422,B,Tissa - Kirinde,0,13045,13045,Weerawila,03322,Hambantota,0332,Hambantota,033,Southern Province,03
B0423,B,Tonigala - Kalawewa - Galewela,0,5090,5090,Maradankadawala,07132,Maradankadawala,0713,Anuradhapura,071,North Central Province,07
B0423,B,Tonigala - Kalawewa - Galewela,5090,32680,27590,Vijithapura,07133,Maradankadawala,0713,Anuradhapura,071,North Central Province,07
B0423,B,Tonigala - Kalawewa - Galewela,32680,45030,12350,Beligamuwa,02221,Nalanda,0222,Matale,022,Central Province,02
B0424,B,Trincomalee - Pulmoddai,0,7370,7370,Trincomalee town,05221,Trincomalee,0521,Trincomalee,052,Eastern Province,05
B0424,B,Trincomalee - Pulmoddai,7370,40010,32640,Pudawelkattu,05218,Trincomalee,0521,Trincomalee,052,Eastern Province,05
B0424,B,Trincomalee - Pulmoddai,40010,55750,15740,Pulmuddai,05219,Trincomalee,0521,Trincomalee,052,Eastern Province,05
B0425,B,Tudella - Pamunugama - Talahena - Negombo,0,7930,7930,Ja-ela,01221,Negambo,0122,Gampaha,012,Western Province,01
B0425,B,Tudella - Pamunugama - Talahena - Negombo,7930,20450,12520,Negambo unit,01223,Negambo,0122,Gampaha,012,Western Province,01
B0426,B,Tummodera - Puwakpitiya,0,9300,9300,Kaluaggala,01123,Avissawella,0112,Colombo,011,Western Province,01
B0427,B,Udawalawe - Tanamalwila,0,4920,4920,Balawinna,09131,Embilipitiya,0913,Ratnapura,091,Sabaragamuwa Province,09
B0427,B,Udawalawe - Tanamalwila,4920,35510,30590,Bodagama,08211,Monaragala,0821,Monaragala,082,UVA Province,08
B0428,B,Udawela - Kumbukgahamulla,0,1780,1780,Paragammana,06135,Kuliyapitiya,0613,Kurunegala,061,North Western Province,06
B0429,B,Udugama - Hiniduma,0,10800,10800,Malgalla,03123,Hiniduma,0312,Galle,031,Southern Province,03
B0430,B,Udugampola - Divulapitiya,0,13030,13030,Minuwangoda,01213,Gampaha,0121,Gampaha,012,Western Province,01
B0430,,Udugampola - Divulapitiya,13030,15080,2050,Madampalla,01222,Negambo,0122,Gampaha,012,Western Province,01
B0431,B,Ulapane - Pussellawa,0,6740,6740,Gampola,02131,Kadugannawa,0213,Kandy,021,Central Province,02
B0431,B,Ulapane - Pussellawa,6740,20870,14130,Ramboda,02312,Nuwara Eliya,0231,Nuwara Eliya,023,Central Province,02
B0432,B,Uraliyagara - Panirendawa - Villattewa,0,13835,13835,Kokkawila,06213,Chilaw,0621,Chilaw,062,North Western Province,06
B0433,B,Urani Road,0,2530,2530,Pilleyardi,05112,Batticaloa,0511,Batticaloa,051,Eastern Province,05
B0434,B,Urapola - Waturugama,0,7140,7140,Nittambuwa,01232,Nittambuwa,0123,Gampaha,012,Western Province,01
B0435,B,Urugodawatte - Ambatale,0,7700,7700,Orugodawatta,01114,Colombo,0111,Colombo,011,Western Province,01
B0436,B,Vaddukoddai - Moolai,0,2720,2720,Changani,04111,Jaffna,0411,Jaffna,041,Northern Province,04
B0437,B,Vallai - Telippalai - Araly,0,4450,4450,Jaffna,04112,Jaffna,0411,Jaffna,041,Northern Province,04
B0437,B,Vallai - Telippalai - Araly,4450,27440,22990,Changani,04111,Jaffna,0411,Jaffna,041,Northern Province,04
B0438,B,Vallai-udupiddy - Velvettiturai,0,5515,5515,Mandan,04122,Point Pedro,0412,Jaffna,041,Northern Province,04
B0439,B,Varapathanchenai - Deegawapi,0,5280,5280,Samanthurai,10222,Kalmunai,1022,Akkaraipattu,102,Add.P Akkaraipattu,10
B0440,B,Veeragoda Central Camp Road,0,16260,16260,Chavalakadi,10221,Kalmunai,1022,Akkaraipattu,102,Add.P Akkaraipattu,10
B0441,B,Velani - Kayts,0,7035,7035,Velanai,04113,Jaffna,0411,Jaffna,041,Northern Province,04
B0442,B,Velikulam - Mamaduwa,0,8050,8050,Vavuniya town,04214,Vavuniya,0421,Vavuniya,042,Northern Province,04
B0443,B,Veyangoda - Banduragoda,0,1970,1970,Nittambuwa,01232,Nittambuwa,0123,Gampaha,012,Western Province,01
B0443,B,Veyangoda - Banduragoda,1970,8630,6660,Mirigama,01231,Nittambuwa,0123,Gampaha,012,Western Province,01
B0444,B,Veyangoda - Kaleliya,0,2005,2005,Nittambuwa,01232,Nittambuwa,0123,Gampaha,012,Western Province,01
B0444,B,Veyangoda - Kaleliya,2005,7480,5475,Mirigama,01231,Nittambuwa,0123,Gampaha,012,Western Province,01
B0445,B,Veyangoda - Ruwanwella,0,17680,17680,Nittambuwa,01232,Nittambuwa,0123,Gampaha,012,Western Province,01
B0445,B,Veyangoda - Ruwanwella,17680,32000,14320,Morawatta,09222,Ruwanwella,0922,Kegalle,092,Sabaragamuwa Province,09
B0446,B,Vijitha Road,0,85,85,Gampaha,01211,Gampaha,0121,Gampaha,012,Western Province,01
B0447,B,Vilgam Vihara Road,0,3950,3950,Kanniya,05213,Trincomalee,0521,Trincomalee,052,Eastern Province,05
B0448,B,Villu Road,0,880,880,Puttalam,06226,Puttalam,0622,Chilaw,062,North Western Province,06
B0449,B,Wadduwa - Morontuduwa,0,5270,5270,Bandaragama,01311,Kalutara,0131,Kalutara,013,Western Province,01
B0450,B,Walasmulla - Weeraketiya,0,7770,7770,Tangalle,03311,Tangalle,0331,Hambantota,033,Southern Province,03
B0451,B,Walgama - Aturugiriya,0,1210,1210,Homagama,01122,Avissawella,0112,Colombo,011,Western Province,01
B0452,B,Walgama - Diyagama,0,7080,7080,Homagama,01122,Avissawella,0112,Colombo,011,Western Province,01
B0453,B,Walpola - Mailawalana,0,9335,9335,Nittambuwa,01232,Nittambuwa,0123,Gampaha,012,Western Province,01
B0454,B,Wandurambe - Ethumale - Yakkatuwa,0,36170,36170,Thalgaswala,03121,Hiniduma,0312,Galle,031,Southern Province,03
B0455,B,Wandurambe - Kottawa,0,9750,9750,Kottawa,03122,Hiniduma,0312,Galle,031,Southern Province,03
B0456,B,Warakapola - Kandalama ,0,2500,2500,Warakapola,09216,Kegalle,0921,Kegalle,092,Sabaragamuwa Province,09
B0456,B,Warakapola - Kandalama ,2500,10070,7570,Mirigama,01231,Nittambuwa,0123,Gampaha,012,Western Province,01
B0457,B,Warakapola - Ruwanwella,0,12020,12020,Warakapola,09216,Kegalle,0921,Kegalle,092,Sabaragamuwa Province,09
B0457,B,Warakapola - Ruwanwella,12020,22080,10060,Morawatta,09222,Ruwanwella,0922,Kegalle,092,Sabaragamuwa Province,09
B0458,B,Waskaduwa - Bandaragama,0,12160,12160,Bandaragama,01311,Kalutara,0131,Kalutara,013,Western Province,01
B0459,B,Wattala - Hekitta,0,1500,1500,Wattala,01224,Negambo,0122,Gampaha,012,Western Province,01
B0460,B,Wattala - Mahara,0,1410,1410,Wattala,01224,Negambo,0122,Gampaha,012,Western Province,01
B0460,B,Wattala - Mahara,1410,7165,5755,Kadawatha,01212,Gampaha,0121,Gampaha,012,Western Province,01
B0461,B,Wattegama - Kandenuwara - Wariyapola,0,4550,4550,Panwila,02123,Kundasale,0212,Kandy,021,Central Province,02
B0461,B,Wattegama - Kandenuwara - Wariyapola,4550,14680,10130,Alupothuwila,02211,Matale,0221,Matale,022,Central Province,02
B0461,B,Wattegama - Kandenuwara - Wariyapola,14680,30340,15660,Matale,02213,Matale,0221,Matale,022,Central Province,02
B0462,B,Wattegama - Matale,0,4900,4900,Panwila,02123,Kundasale,0212,Kandy,021,Central Province,02
B0462,B,Wattegama - Matale,4900,12900,8000,Alupothuwila,02211,Matale,0221,Matale,022,Central Province,02
B0463,B,Weeraketiya - Middeniya,0,12425,12425,Tangalle,03311,Tangalle,0331,Hambantota,033,Southern Province,03
B0464,B,Weerawila - Tissa - Kataragama,0,23630,23630,Weerawila,03322,Hambantota,0332,Hambantota,033,Southern Province,03
B0465,B,Weligama - Kananke,0,9780,9780,Weligama,03212,Matara,0321,Matara,032,Southern Province,03
B0466,B,Weligama - Telijjawila,0,11020,11020,Weligama,03212,Matara,0321,Matara,032,Southern Province,03
B0467,B,Weligepola - Handagiriya,0,11030,11030,Balawinna,09131,Embilipitiya,0913,Ratnapura,091,Sabaragamuwa Province,09
B0468,B,Welihena - Katana,0,5020,5020,Negambo unit,01223,Negambo,0122,Gampaha,012,Western Province,01
B0469,B,Welikada - Kohilawatta,0,2960,2960,Nawala,01113,Colombo,0111,Colombo,011,Western Province,01
B0469,B,Welikada - Kohilawatta,2960,5950,2990,Orugodawatta,01114,Colombo,0111,Colombo,011,Western Province,01
B0470,B,Welikada - Nawala,0,2790,2790,Nawala,01113,Colombo,0111,Colombo,011,Western Province,01
B0471,B,Welimada - Kirklees,0,17485,17485,Mirahawatta,08112,Bandarawela,0811,Badulla,081,UVA Province,08
B0472,B,Weliweriya - Kirindiwela,0,5860,5860,Gampaha,01211,Gampaha,0121,Gampaha,012,Western Province,01
B0472,B,Weliweriya - Kirindiwela,5860,12880,7020,Pugoda,01233,Nittambuwa,0123,Gampaha,012,Western Province,01
B0473,B,Wennappuwa - Kirimetiyana,0,5245,5245,Haldaduwana,06212,Chilaw,0621,Chilaw,062,North Western Province,06
B0474,B,Weragantota - Randenigala,0,25720,25720,Gurulupotha,02121,Kundasale,0212,Kandy,021,Central Province,02
B0475,B,Bulugolla - Dombemada - Wahawa,0,4080,4080,Bulugolla,06111,Kurunegala,0611,Kurunegala,061,North Western Province,06
B0475,B,Bulugolla - Dombemada - Wahawa,4080,13590,9510,Rambukkana,09215,Kegalle,0921,Kegalle,092,Sabaragamuwa Province,09
B0476,B,Weweldeniya - Mirigama,0,6290,6290,Mirigama,01231,Nittambuwa,0123,Gampaha,012,Western Province,01
B0477,B,Wewelwatte - Agarsland - Uwella,0,9460,9460,Horaketiya,09121,Pelmadulla,0912,Ratnapura,091,Sabaragamuwa Province,09
B0478,B,Wilakatupotha - Ganewattha - Kumbukgete,0,5225,5225,Dunupathanga,06123,Maho,0612,Kurunegala,061,North Western Province,06
B0478,B,Wilakatupotha - Ganewattha - Kumbukgete,5225,21830,16605,Kiribamuna,06113,Kurunegala,0611,Kurunegala,061,North Western Province,06
B0479,B,Yakkala - Radawana,0,1940,1940,Gampaha,01211,Gampaha,0121,Gampaha,012,Western Province,01
B0479,B,Yakkala - Radawana,1940,12700,10760,Nittambuwa,01232,Nittambuwa,0123,Gampaha,012,Western Province,01
B0480,B,Yakkalamulla - Ketanwila,0,9940,9940,Kottawa,03122,Hiniduma,0312,Galle,031,Southern Province,03
B0480,B,Yakkalamulla - Ketanwila,9940,12180,2240,Indikatudeniya,03222,Deniyaya,0322,Matara,032,Southern Province,03
B0481,B,Yatadolawatta Road,0,2755,2755,Bellana,01321,Agalawatta,0132,Kalutara,013,Western Province,01
B0482,B,Yatiyantota - Poonagala - Meenagala,0,23540,23540,Yatiyanthota,09224,Ruwanwella,0922,Kegalle,092,Sabaragamuwa Province,09
B0483,B,Sammanthurai - Malkampiddi - Deegawapiya,0,14470,14470,Samanthurai,10222,Kalmunai,1022,Akkaraipattu,102,Add.P Akkaraipattu,10
